Type of Event,Event Verticals,Name of Event,Dates,Hours,Date of Last Year's Event,Date of Next Year's Event,Country,City,Venue,# Atendees of Last Event,# Exhibitors of Last Event,URL,Phone Number,E-mail,About the Event,Exhibitors,Attendees,Exhibitor Info,Link to Photos,Link to Videos,Facebook,Instagram,Linkedin,Twitter
Conference,"Banking, Finance",Swiss Payment Forum,11 Nov 2019-12 Nov 2019,08:30 AM - 06:00 PM (11 Nov 2019)|08:30 AM - 04:00 PM (12 Nov 2019),5-6 Nov 2018,Nov-20,Switzerland,Zurich,Marriott Hotel Zurich,200,,https://www.swisspaymentforum.ch/,+41 71 677 8700,info@vereon.ch,"Innovative Payment Models, Payment and Banking, Open Banking, Blockchain

The Swiss Payment Forum will take place for the 7th time on November 11 and 12, 2019. You can expect exciting presentations and targeted networking with an expected number of 150 decision-makers from the payment industry, commerce and science.

https://www.swisspaymentforum.ch/en/agenda",,"Eligibility Criteria: Open to industry professionals
Fees: CHF 2.195 per person
Special price - CHF 695
Attendee Registration",,https://www.swisspaymentforum.ch/rueckblick-2018,https://www.youtube.com/playlist?list=PLeZKnNJ03yWTuVcivG4-QpnU9pCeNOQ7W,,,,https://twitter.com/spfzh
Conference,"Banking, Finance",Swiss Lending Conference,6 May 2019,04:00 PM - 10:00 PM,09-May-18,May-20,Switzerland,Zurich,SIX ConventionPoint,100-150,,https://www.swisslendingconference.com/,+41 58 399 2111,,"The largest lending event in continental Europe

?The conference is tailored to banks and institutional investors interested in the digitalization of the lending industry. The event will cover the developments that shape the growing Digital Lending industry, both in Switzerland and internationally Globally, as well as showcase the most attractive current opportunities in the space.

https://www.swisslendingconference.com/",,"Eligibility Criteria: This event is by invitation-only. Industry professionals may request invitation.
Fees: Contact required for further information
Registration for the next year's event will be opened.",,https://www.swisslendingconference.com/,,,,https://www.linkedin.com/company/lendity/,https://twitter.com/lenditych
Trade Show & Conference,"Banking, Finance",Capital Fair,17 Sep 2019,09:00 AM - 06:00 PM,18-Sep-18,Sep-20,Germany,Berlin,Estrel Hotel Berlin,9000,170,https://www.hauptstadtmesse.de,+49 89 15 88 15-479,veranstaltungen@fondsfinanz.de,"One of the most important communication platforms of the financial services industry

This event showcases product from Banking, Insurance & Finance industry. This event showcases products like The free meeting point for trade visitors from the insurance and financial sector is one of the most important information and communication platform for brokers in Germany etc. in the Banking, Insurance & Finance industry.

https://www.hauptstadtmesse.de/","Allianz Life Insurance AG,AXA Group AG,BMW Munich office,Continentale Insurance Association,Fonds Finanz Maklerservice GmbH,Generali Insurance AG,Hannoversche Lebensversicherung AG,INTER Life insurance AG, Janitos Insurance AG,Markel Insurance SE,NV Insurance VVaG,ONE Insurance AG,Policen Direkt GmbH,R + V General Insurance AG,Swiss Life AG,uniVersa General Insurance AG,VHV General Insurance AG,Waldenburg Insurance AG,xbAV,Zurich Group Germany","Eligibility Criteria: Open to industry professionals and trade visitors
Fees: Free
Attendee Registration","Sponsorship Fees: No info
Exhibitor Fees: Exhibitor packages vary between 5.000 - 12.000 (2018 prices).
Exhibitor Registration",,,https://www.facebook.com/fondsfinanz,,,https://twitter.com/fonds_finanz_
Conference,"Banking, Finance",Land and Poverty Conference,25 Mar 2019-29 Mar 2019,09:00 AM - 07:00 PM,19-23 Mar 2018,Mar-20,USA,Washington DC,World Bank Headquarters,1500,,https://www.worldbank.org/en/events/2018/08/13/land-and-poverty-conference-2019-catalyzing-innovation#5,,landconference@worldbank.org,"Catalyzing Innovation

The Land and Poverty conference presents the latest research and innovations in policies and good practice on land governance around the world. This conference has become one of the largest international events on land governance, attracting over 1,500 participants from governments, academics, civil society, and the private sector.

https://www.worldbank.org/en/events/2018/08/13/land-and-poverty-conference-2019-catalyzing-innovation#5",,"Eligibility Criteria: Open to industry professionals
Contact required for registration details",,https://photos.google.com/share/AF1QipO1whJkR12b8mF9p39KYpmnd26VvLSIEf0RINWItkfwyvykcREFZy8ogupmsJs-lQ?key=XzNkR1RfZzhfRWt4MTQzR2pjcWt3YWxsazNnRXNB,,,,,
Conference,"Banking, Finance",World Pension Summit,22 Oct 2019-24 Oct 2019,08:00 AM - 09:30 PM,30 Oct-1 Nov 2018,Oct-Nov 2020,Netherlands,The Hague,Louwman Museum,300,,https://conferences.pionline.com/conference/WPS/2019/,+1 212 210 0247,dc-registration@pionline.com,"The Global Platform for and by Pension Professionals

Pensions & Investments WorldPensionSummit is THE global platform 'for and by' pension professionals. The 2019 on October 22-24 program in The Hague will focus on Shifting Powers + Sustainable Investment: Separating the signal from the noise. Both in plenary sessions and dedicated tracks of choice we discuss the long-term components of vital pension cross-roads.

https://conferences.pionline.com/conference/WPS/2019/",,"Eligibility Criteria: Open to industry professionals
Fees: 1.995
Attendee Registration","Sponsorship opportunities available
Contact required for further information
egorman@pionline.com",,,https://www.facebook.com/WorldPensionSummit/,,,https://twitter.com/pensionsnews
Trade Show & Conference,"Banking, Finance",Singapore FinTech Festival,11 Nov 2019-15 Nov 2019,09:30 AM - 05:00 PM ,12-16 Nov 2018,Nov-20,Singapore,,Singapore Expo,45000,500,https://www.fintechfestival.sg/,+65 8551 0689,karina.jamora@singex.com,"The Largest Event for the Global Fintech Community

The Singapore FinTech Festival is back for its fourth year. It continues to be the biggest FinTech event in the world providing a global platform for the FinTech community to connect, collaborate and co-create. Get inspired from visionaries and thought leadership executives from financial institutions, fintechs, venture capital firms, central banks and regulators and academia.

https://www.fintechfestival.sg/themes","Abu Dhabi Global Market,Aida Technologies,Japan External Trade Organisation,Hewlett Packard Enterprise,Copenhagen Fintech,Kuliza Technologies,Mastercard,Microsoft,Thought Machine,Galileo Platforms,DBS Bank Ltd.,Deloitte & Touche Business Advisory,Ernst & Young Solutions LLP,Bank of China Limited,BBVA,Finantix,Nec Corporation,Consensys,Weinvest,Aida Technologies","Eligibility Criteria: Open to industry professionals and trade visitors
Fees: [Startups] 3-Day Conference Pass [Early Bird Rate] (Till 16 Aug) - S$199
[ASEAN, INDIA, MAINLAND CHINA] 3-Day Conference Pass [Early Bird Rate] - S$399
[SINGAPORE] 3-Day Conference Pass [Early Bird Rate] - S$499
[Rest of World] 3-Day Conference Pass [Early Bird Rate] - S$699
Trade Visitor Pass - Free
Attendee Registration","Sponsorship Fees: Contact required for further information
Exhibitor Fees: Contact required for further information
Exhibitor Registration",https://www.flickr.com/photos/170072273@N04/,https://www.youtube.com/channel/UCQNI-8DwtJWMFIfSUEOcijA,https://www.facebook.com/sgfintechfest/,https://www.instagram.com/sgfintechfest/,https://www.linkedin.com/in/sgfintechfest/,https://twitter.com/sgfintechfest?lang=en
Conference,"Banking, Finance",Crittenden Real Estate Finance Conference,18 Sep 2019-20 Sep 2019,05:00 PM - 07:00 PM (18 Sep 2019)|09:00 AM - 06:15 PM (19 Sep 2019)|09:00 AM - 12:30 PM (20 Sep 2019),12-14 Sep 2018,Sep-20,USA,Miami,Mandarin Oriental Miami,604,,https://www.crittendenrealestatefinance.com/,+1 800 211 1697,info@crittendenconferences.com,"A Bridge of Information Between the Real Estate Industry and Professionals

?The Crittenden Real Estate Finance Conference is a two-and-a-half day event for Real Estate professionals. The conference is comprised of educational sessions and networking opportunities to aid in the growth of your business. Each educational session is facilitated by the industry's leading executives, with years of experience who are at the forefront of up-to-date information.

https://www.crittendenrealestatefinance.com/aboutus.html",,"Eligibility Criteria: Open to industry professionals
Fees: 1st Registrant - $695
2nd Registrant - $595
3rd Registrant - $495
For groups of 5 or more, additional discounts are available.
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",,,,,https://www.linkedin.com/company/crittenden-conferences/,https://twitter.com/crittendenconf
Trade Show & Conference,"Banking, Finance",China International Fair for Investment & Trade,8 Sep 2019-9 Sep 2019,09:00 AM - 06:00 PM,8-11 Sep 2018,Sep-20,China,Xiamen,Xiamen International Conference and Exhibition Center,120000,,http://www.chinafair.org.cn/english/index/index.aspx,+86 592 285 9828,cifit@chinafair.org.cn,"China's Only International Investment Promotion Event

The China International Fair for Investment and Trade (CIFIT), approved by the State Council of the People's Republic of China, takes place in September every year in Xiamen, China. Themed on ""Introducing FDI"" and ""Going Global"", CIFIT focuses on nationality and internationality, investment negotiation and investment policy promotion, coordinated development of national and regional economy, as well as economic and trade exchanges across the Taiwan Strait.

http://www.chinafair.org.cn/english/overview/about.aspx",,"Eligibility Criteria: Open to industry professionals
Fees: Free
Attendee Registration","Sponsorship Fees: No information
Exhibitor Fees: Standard booth (9 sq m) - $2.000
Raw space (36 sq m) - $7.200
Exhibitor Registration",,,https://www.facebook.com/CIFITinXiamen/,,,
Conference,"Banking, Finance",Zurich Banking Conference,22 Oct 2019,09:00 AM - 12:30 PM,02-Oct-18,Oct-20,Switzerland,Zurich,Widder Hotel,,,https://events.moodys.io/events/banking-zurich-2019,+44 207 772 1562,jasmine.endres@moodys.com,"Mounting Risks in the Age of Transformation

The conference brings together senior investors, issuers and analysts to discuss growth challenges in the continued low interest rated environment. Join us to get the latest credit insight on the most pressing issues facing global and regional banks today.

https://events.moodys.io/events/banking-zurich-2019",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for pricing information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,https://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Singapore Summit,6 Sep 2019,08:00 AM - 04:20 PM,,Sep-20,Singapore,,JW Marriott Hotel South Beach,,,https://events.moodys.io/events/singapore-summit,,Veronica.George@moodys.com,"Where next for Asia's corporate credit?

The inaugural Summit will give you a deeper insight into increasing Asia's credit differentiation between regions and corporate sectors. In one day you will get a complete picture of key growth and credit risk drivers from prominent investors, issuers and top Moody's analysts.

https://events.moodys.io/events/singapore-summit",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for pricing information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,https://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Paris Banking Conference,9 Oct 2019,09:00 AM - 12:15 PM,09-Oct-18,Oct-20,France,Paris,Park Hyatt Paris,450,,https://events.moodys.io/events/banking-paris-2019,+44 207 772 1562,jasmine.endres@moodys.com,"Latest Credit Insight on French Banking System and Insurance

The conference brings together senior investors, issuers and analysts to discuss growth challenges in the continued low interest rated environment.

https://events.moodys.io/events/banking-paris-2019",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for pricing information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,https://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Milan Banking Conference,11 Oct 2019,09:00 AM - 12:15 PM,05-Oct-18,Oct-20,Italy,Milan,The Westin Palace,,,https://events.moodys.io/events/banking-milan-2019,+44 207 772 1562,jasmine.endres@moodys.com,"Oppotunity to Get Perspectives on Credit Markets and Network with Banking Professionals

The conference will provide an opportunity for investors, analysts and credit professionals to get an insight into Moody's views on key trends and issues driving credit ratings.

https://events.moodys.io/events/banking-milan-2019",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for pricing information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,https://twitter.com/moodysinvsvc
Conference,"Banking, Finance",London Banking Summit,3 Oct 2019,09:00 AM - 01:45 PM,,Oct-20,United Kingdom,London,Plaisterers Hall,200,,https://events.moodys.io/events/banking-london-2019,+44 207 772 1562,jasmine.endres@moodys.com,"Full picture of the Banking Sector in an Age of Change

Moodys London Banking Summit will look into how UK and European banks profitability challenges are being amplified by tech disruption and shifting customer expectations in a period of economic uncertainty.

https://events.moodys.io/events/banking-london-2019",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for pricing information
Attendee Registration",,,,,,https://www.linkedin.com/company/moody's-investors-service/,https://twitter.com/moodysinvsvc
Conference,"Banking, Finance",Blockchain Summit,20 Aug 2019,09:10 AM - 04:00 PM,28-Aug-18,Aug-20,Singapore,,Suntec Convention Centre,1000,12,https://www.blockchainsummitsingapore.com/,+44 117 284 0041,raluca@nexusmediacom.com,"Asia's Leading Blockchain for Business Event

Connecting industry leaders, business decision makers and tech innovators, Blockchain Summit Singapore is a 1 day conference and exhibition dedicated to the business of blockchain and distributed ledger technology (DLT). Based on unrivalled content, visionary speakers and exceptional networking opportunities, Blockchain Summit singapore is a must-attend event to understand the challenges and opportunities of our blockchain future.

https://www.blockchainsummitsingapore.com/","Hashcube,Commercia Network,Ktune,Double Lucky,Consensys,AlphaWallet,Xanpool,AID Tech,OK Blockchain Centre,Accubits,Longhash,Bezant","Eligibility Criteria: Open to industry professionals
Fees: Standard Pass pre-register - Free
Executive Pass - SGD $175, SGD $250 (after 6 Aug)
VIP Pass - SGD $300, SGD $375 (after 6 Aug)
IT Buyers Pass - Free
Attendee Registration","Sponsorship Fees: Contact required for further information
Exhibitor Fees: Contact required for further information
Exhibitor Registration",,https://www.youtube.com/channel/UCMzChbjHbP9rsZtcQrezMxQ?view_as=subscriber,https://www.facebook.com/Blockchain-Summit-351721528881486/,https://www.instagram.com/blockchainsummithq/,,https://twitter.com/BlockchainHQ
Conference,"Banking, Finance",Banking Transformation Summit,23 Oct 2019,09:00 AM - 05:00 PM,,Oct-20,United Kingdom,London,The Business Design Centre,,,https://bankingtransformationsummit.com,,mark@nexusmediacom.com,"Digital Transformation in Banking

The Banking Transformation Summit 2019 brings together key players from across the finance and banking industry. Showcasing the latest innovations, unlocking the potential of new technologies and offering unparalleled networking opportunities.

https://bankingtransformationsummit.com/attend/why-attend.html","SAP,IBM,Cisco,Pwc,Accenture,Oracle Cloud,EY,KPMG,Deloitte,Consensys,Intel,Gemalto","Eligibility Criteria: Open to industry professionals
Fees: Standard Pass pre-register - Free
Executive Pass - 396 + VAT, 495 + VAT (after 4 Sep)
Attendee Registration","Sponsorship Fees: Contact required for further information
Exhibitor Fees: Contact required for further information
Exhibitor Registration",,https://www.youtube.com/channel/UCH6PHnNyzsJ7xg6q-ffe2Vg,https://www.facebook.com/Connected-World-Summit-388518431875180/,,https://www.linkedin.com/showcase/connected-world-summit/,
Conference,"Banking, Finance",Annual Forum on Anti-Money Laundering and Financial Crime,6 May 2020-7 May 2020,TBD,7-8 May 2019,May-21,Canada,Toronto,One King West,172 companies,,https://www.canadianinstitute.com/19th-annual-forum-anti-money-laundering-financial-crime/,+1 877 927 0718 ext. 7505,speakeropportunity@canadianinstitute.com,"Is Your Organization Prepared for Increased Oversight and a New Enforcement Regime?

It can be challenging to ensure that your organization has a dynamic anti-money laundering and financial crime compliance program that can capably implement new protocols to meet regulatory changes. From ensuring that your client monitoring system is up-to-date, to comprehensive internal assessments to prepare for outside audit, to keeping your finger on the pulse of contemporary and growing AML/ATF risks, it is critical for financial institutions to remain cognizant of new industry developments.

https://www.canadianinstitute.com/19th-annual-forum-anti-money-laundering-financial-crime/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference only
Register & Pay by October 4, 2019 - $1.895
Register & Pay by May 5, 2020 - $2.295
Conference only | Solution providers/vendors
Register & Pay by October 4, 2019 - $2.095
Register & Pay by May 5, 2020 - $2.495
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",,,,,https://www.linkedin.com/groups/8423498/,https://twitter.com/CI_Financial
Conference,"Banking, Finance",GTR West Africa,4 Feb 2020-5 Feb 2020,TBD,25-26 Apr 2019,TBD,Nigeria,Lagos,Eko Hotel & Suites,350,,https://www.gtreview.com/events/africa/gtr-west-africa-2020/#tab_overview,,avilka@gtreview.com,"West Africa's Leading Trade Finance Gathering

For regional corporates and trade financiers looking to make their next move, GTR West Africa provides the ideal platform to expand professional networks and hear cutting-edge perspectives from a wide range of trade and export finance experts.

https://www.gtreview.com/events/africa/gtr-west-africa-2020/#tab_overview",,"Eligibility Criteria: Open to industry professionals
Fees: Standard rate - $1.799
Corporate rate - $499
Attendee Registration",,,https://www.youtube.com/user/ExportaGroupEvents?feature=mhee,https://www.facebook.com/GlobalTradeReview,,https://www.linkedin.com/company/exporta/?trk=hb_tab_compy_id_296909,https://twitter.com/gtreview
Trade Show & Conference,"Banking, Finance",Accounting & Finance Show NY,14 Jul 2020-15 Jul 2020,TBD,10-11 Jul 2019,Jul-21,USA,New York,Javits Center - River Pavilion,3000,100,https://www.terrapinn.com/exhibition/accounting-finance-show-new-york/index.stm,+1 646 619 1776,aidan.brain@terrapinn.com,"Technology-Ideas-Skills for Accountants, Bookkeepers & Finance Managers

The Accounting & Finance Show, now in its third year, brings together the technology, the people and the experts that will keep you ahead of the exciting changes sweeping your profession.

https://www.terrapinn.com/exhibition/accounting-finance-show-new-york/our-story.stm","Accounting Suite,Botkeeper,Calligo,Cetera,Credit Management Group LLC,Drake Software,Emburse,GTM Payroll Services,Hansaworld,Hubdoc,ICount4You,LaSalle Solution,MSM Designz,Payroll Dynamics,Sage,ScanSnap,Smart Vault,Wiley,Taxdome,XeroExhibitor Registration","
Eligibility Criteria: Open to industry professionals
Fees: Free
Attendee Registration","Sponsorship Fees: Vary from $10.000 to $50.000
Sponsorship packages include exhibiton.
Exhibitor Fees: 50 sq ft Booth - $3.500
100 sq ft Booth - $5.500
200 sq ft Booth - $10.000
Exhibitor Registration",,,https://www.facebook.com/AccountingShow/?__tn__=%2Cd%2CP-R&eid=ARCDh0YptYDgDqI9ydp4J8KWYxMjeosg2bkfN462w4cY2vE2XcD9tWOrxt9f2vhySR5QZ52DuB51Qyit,,https://www.linkedin.com/showcase/accounting-&-finance-show/,https://twitter.com/AccountingShow
Conference,"Banking, Finance",MoneyLIVE Digital Banking,30 Jun 2020-1 Jul 2020,09:00 AM - 05:00 PM,25-26 Jun 2019,Jun-Jul 2021,United Kingdom,London,etc. Venues St. Pauls,350,,https://marketforcelive.com/money-live/events/digital-banking/,+44 20 7760 8685,enquiries@marketforce.eu.com,"Pushing the Boundaries of Digital Banking Innovation

Be part of the 350+ trendsetters establishing how AI, quantum computing, open-APIs, voice tech and chatbots are sending tremors throughout their businesses and altering customer expectations in banking forever.

https://marketforcelive.com/money-live/events/digital-banking/",,"Eligibility Criteria: Open to industry professionals
Fees: Financial Services - 1.095
Standard - 1.545
Attendee Registration","Sponsorship opportunity available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/playlist?list=PLLQHA_BfBGVPORab6Ivlii-WsknKOD3F0,https://www.facebook.com/MoneyLIVE.1,,https://www.linkedin.com/showcase/moneylive/,https://twitter.com/Money_Live_
Conference,"Banking, Finance",MoneyLIVE Lending,2 Oct 2019,08:15 AM - 06:00 PM,03-Oct-18,Oct-20,United Kingdom,London,113 Chancery Lane - The Law Society,,,https://marketforcelive.com/money-live/events/lending/,+44 20 7760 8685,enquiries@marketforce.eu.com,"Defining a New Future in Lending

At MoneyLIVE: Lending, superstars in the secured, unsecured and alternative lending market will take to the stage. Make sure you dont miss their insights on the most important subjects in lending today, from designing new mortgage products to harnessing the potential of data to revolutionise credit profiling, and more.

https://marketforcelive.com/money-live/events/lending/",,"Eligibility Criteria: Open to industry professionals
Fees: Financial Services - 1.045
Standard - 1.295
Attendee Registration","Sponsorship opportunity available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/playlist?list=PLLQHA_BfBGVPORab6Ivlii-WsknKOD3F0,https://www.facebook.com/MoneyLIVE.1,,https://www.linkedin.com/showcase/moneylive/,https://twitter.com/Money_Live_
Conference,"Banking, Finance",MoneyLIVE Nordic Banking 2019,21 Oct 2019-23 Oct 2019,09:00 AM - 06:00 PM,6-8 Nov 2018,Oct-Nov 2020,Denmark,Copenhagen,Radisson Blu Scandinavia,300,,https://marketforcelive.com/money-live/events/nordic-banking/,+44 20 7760 8685,enquiries@marketforce.eu.com,"The Nordic Region's Leading Banking Innovation Conference

MoneyLIVE: Nordic Banking brings together retail banks, challengers and FinTechs from across the Nordic region to spur innovation in banking.

https://marketforcelive.com/money-live/events/nordic-banking/",,"Eligibility Criteria: Open to industry professionals
Fees: Financial Services - 1.195 + VAT (Early bird until 6 Sep), 1.595 + VAT (Full price)
Standard - 1.595 + VAT (Early bird until 6 Sep), 1.995 + VAT (Full price)
Attendee Registration","Sponsorship opportunity available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/playlist?list=PLLQHA_BfBGVPORab6Ivlii-WsknKOD3F0,https://www.facebook.com/MoneyLIVE.1,,https://www.linkedin.com/showcase/moneylive/,https://twitter.com/Money_Live_
Conference,"Banking, Finance",MoneyLIVE Summit,25 Nov 2019-26 Nov 2019,09:00 AM - 05:00 PM,26-27 Nov 2018,Nov-20,United Kingdom,London,QEII Centre,500,,https://marketforcelive.com/money-live/events/summit/,+44 20 7760 8685,enquiries@marketforce.eu.com,"Setting the Pace in Banking and Payments Innovation Worldwide

MoneyLIVE Summit is the event for the most senior and innovative leaders across banking, payments and FinTech to network, share ideas and supercharge the digital banking revolution.

https://marketforcelive.com/money-live/events/summit/",,"Eligibility Criteria: Open to industry professionals
Fees: Financial Services - 1.395 + VAT (Early bird until 20 Sep), 1.595 + VAT (Full price)
Standard - 1.895 + VAT (Early bird until 20 Sep), 2.145 + VAT (Full price)
Start-Up - 395
Group discounts available
Attendee Registration","Sponsorship opportunity available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/playlist?list=PLLQHA_BfBGVPORab6Ivlii-WsknKOD3F0,https://www.facebook.com/MoneyLIVE.1,,https://www.linkedin.com/showcase/moneylive/,https://twitter.com/Money_Live_
Trade Show & Conference,"Banking, Finance",The MoneyShow Las Vegas,11 May 2020-13 May 2020,TBD,13-15 May 2019,May-20,USA,Las Vegas,Ballys Las Vegas Hotel & Casino,,,https://conferences.moneyshow.com/moneyshow-las-vegas/?scode=035323,+1 800 970 4355,Support@moneyshow.com,"Connect Face-to-Face with Thousands of Affluent Investors & Traders

The top financial services companies in the world advertise, sponsor, and exhibit at The MoneyShow conferences year-after-year. The MoneyShow delivers outstanding value in the of thousands of highly qualified, affluent, and topically targeted leads, plus unique networking opportunities with savvy investors, traders, financial advisors, experts and leading media in major global financial markets.

https://conferences.moneyshow.com/moneyshow-las-vegas/?scode=035323",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information
Attendee Registration","Sponsorship Fees: Contact required for further information
Exhibitor Fees: Contact required for further information
Exhibitor Registration",,https://conferences.moneyshow.com/moneyshow-las-vegas/live-stream/webcast-schedule/,https://www.facebook.com/FollowMoneyShow/,,https://www.linkedin.com/company/moneyshow/,https://twitter.com/moneyshows
Conference,"Banking, Finance",World Bank Group Youth Summit,3 Dec 2018-4 Dec 2018,08:00 AM - 06:45 PM (3 Dec 2018)|08:00 AM - 06:30 PM (4 Dec 2018),4-5 Dec 2017,Dec-19,USA,Washington DC,World Bank Headquarters,400,,https://www.worldbank.org/en/events/2018/07/25/world-bank-youth-summit-2018-unleashing-the-power-of-human-capital#1,,youthsummit@worldbank.org,"Unleashing the Power of Human Capital

Established in 2013, the Youth Summit is an annual event held by the World Bank Group (WBG) to engage with youth globally on the most pressing topics facing their generation. The primary goals of the Summit are to (1) empower youth to explore innovative ideas for tackling development challenges, (2) provide youth with the tools to build and engage in impactful projects, and (3) promote dialogue between youth, the WBG, and other key stakeholders globally.

https://www.worldbank.org/en/events/2018/07/25/world-bank-youth-summit-2018-unleashing-the-power-of-human-capital#1",,"Eligibility Criteria: Open to world youth
Fees: Contact required for further information",,,https://live.worldbank.org/youth-summit-2018,https://www.facebook.com/groups/879956098846105/,,,
Conference,"Banking, Finance",Fundamentals of Finance and Accounting for Non-Financial Managers,5 Sep 2019-6 Sep 2019,09:00 AM - 06:00 PM,8-9 Jul 2019,TBD,USA,New York,AMA Conference Center,,,https://www.amanet.org/fundamentals-of-finance-and-accounting-for-non-financial-managers/,+1 877 566 9441,customerservice@amanet.org,"Fundamental Financial Skills for Managers

Learn how to think finance, and youll expand your career opportunities. From accruals to write-offs to receivables and payables, this workshop shows non-financial managers the concepts, tools, and techniques that can help make each decision pay offon the job and on the bottom line.

https://www.amanet.org/fundamentals-of-finance-and-accounting-for-non-financial-managers/",,"Eligibility Criteria: Open to industry professionals
Fees: Non members - $2.445
AMA members - $2.195
GSA pricing - $2.079
Attendee Registration",,,https://www.youtube.com/user/AmericanManagement/,https://www.facebook.com/AmericanManagementAssn/,,https://www.linkedin.com/company/american-management-association/,https://twitter.com/amanet
Conference,"Banking, Finance",Africa Assembly,22 Jun 2020-23 Jun 2020,09:00 AM - 06:00 PM,24-25 Jun 2019,Jun-21,France,Paris,The Westin,400,,https://oilandgascouncil.com/event-events/africa-assembly-and-dinner/,+44 20 7384 8006,christina.finnerty@oilcouncil.com,"The Most Influential African Oil & Gas Fincance & Investment Platform

The Oil & Gas Councils Africa Assembly is recognised as the regions most influential corporate development, strategy, finance and investment gathering. We bring together the African energy industry community with the financiers and investors backing innovative projects across the continent.

https://oilandgascouncil.com/event-events/africa-assembly-and-dinner/",,"Eligibility Criteria: Open to industry professionals
Fees: Oil & Gas Companies
Super early bird (until 20th March 2020) - 1.995
Early bird (until 8th March 2020) - 2.495
Full price - 2.695
Non Oil & Gas Companies
Super early bird - 2.295
Early bird - 2.795
Full price - 2.995
Attendee Registration",,https://oilandgascouncil.com/event-events/africa-assembly-and-dinner/,https://www.youtube.com/channel/UCvQktBfpZQ7h-pE5gNo9lLA/featured,,,,https://twitter.com/TheOilCouncil
Conference,"Banking, Finance",Moody's Analytics Summit,3 Nov 2019-5 Nov 2019,11:00 AM - 06:00 PM (3 Nov 2019)|08:30 AM - 04:30 PM (4 Nov 2019)|08:30 AM - 05:00 PM (5 Nov 2019),4-7 Nov 2018,Nov-20,USA,Scottsdale,The Phoenician,,,https://masummit19.moodys.io/,+1 212 553 3646,patricia.froehlich@moodys.com,"Making Better Decisions Faster

Bringing together communities of interest in credit & capital management, compliance & regulation, quantitative analytics and commercial real estate to share insights and best practices. Connect, learn and collaborate with leaders, experts, and your peers.

https://masummit19.moodys.io/highlights",,"Eligibility Criteria: Open to industry professionals
Fees: Client - $1.700
Non-client - $3.300
Government official - $850
Attendee Registration",,https://masummit19.moodys.io/,https://masummit19.moodys.io/,,,https://www.linkedin.com/company/moodysanalytics/,https://twitter.com/MoodysAnalytics
Conference,"Banking, Finance",Moody's Analytics Commercial & Ag Lending Conference,16 Sep 2019-18 Sep 2019,01:00 PM - 06:30 PM (16 Sep 2019)|08:00 AM - 06:30 PM (17 Sep 2019)|08:30 AM - 04:30 PM (18 Sep 2019),24-26 Sep 2018,Sep-20,USA,Omaha,CHI Health Center,300,,https://calc19.moodys.io,+1 402 348 1381,kim.saitta@moodys.com,"Strengthening Our Lending Community Together

Learn from Moody's Analytics solutions experts on key technology advancements. Gain insight into new features and tools for greater efficiencies in your credit process. Participate in hands-on training conducted by Moody's Analytics solutions experts. Deepen your knowledge and expand best practices for increased efficiency.

https://calc19.moodys.io/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference - $449
Training Half Day - $249
Training Full Day - $498
Attendee Registration",,https://calc19.moodys.io/,https://calc19.moodys.io/,,,https://www.linkedin.com/company/moodysanalytics/,https://twitter.com/MoodysAnalytics
